Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Event_Link
UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,"Berlin, Berlin, Germany",Joanna Jedrzejczyk vs. Jessica Penne,Joanna Jedrzejczyk,Jessica Penne,UFC Women's Strawweight Title Bout,KO/TKO,3,4:22,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head At Distance,A,Joanna Jedrzejczyk,http://www.ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,"Berlin, Berlin, Germany",Nick Hein vs. Lukasz Sajewski,Nick Hein,Lukasz Sajewski,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Howard Hughes 27 - 30. Maciej Motylewski 27 - 30. Paul Sutherland 27 - 30.,A,Nick Hein,http://www.ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,"Berlin, Berlin, Germany",Dennis Siver vs. Tatsuya Kawajiri,Dennis Siver,Tatsuya Kawajiri,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 28 - 29. Howard Hughes 28 - 29. Maciej Motylewski 28 - 29.,B,Tatsuya Kawajiri,http://www.ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,"Berlin, Berlin, Germany",Peter Sobotta vs. Steve Kennedy,Peter Sobotta,Steve Kennedy,Welterweight Bout,Submission,1,2:57,3 Rnd (5-5-5),Wolf Menninger,Rear Naked Choke,A,Peter Sobotta,http://www.ufcstats.com/event-details/194fc025f9355db6
UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,"Berlin, Berlin, Germany",Mairbek Taisumov vs. Alan Patrick,Mairbek Taisumov,Alan Patrick,Lightweight Bout,KO/TKO,2,1:30,3 Rnd (5-5-5),Kevin Sataki,Kick to Head At Distance,A,Mairbek Taisumov,http://www.ufcstats.com/event-details/194fc025f9355db6
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Augusto Montano vs. Cathal Pendred,Augusto Montano,Cathal Pendred,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Richard Bertrand 28 - 29. Derek Cleary 28 - 29. Cardo Urso 28 - 29.,B,Cathal Pendred,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Gabriel Benitez vs. Clay Collard,Gabriel Benitez,Clay Collard,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Chris Lee 27 - 30. Marcos Rosales 27 - 30. Glenn Trowbridge 27 - 30.,A,Gabriel Benitez,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Cain Velasquez vs. Fabricio Werdum,Cain Velasquez,Fabricio Werdum,UFC Heavyweight Title Bout,Submission,3,2:13,5 Rnd (5-5-5-5-5),Herb Dean,Guillotine Choke On Ground,B,Fabricio Werdum,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Kelvin Gastelum vs. Nate Marquardt,Kelvin Gastelum,Nate Marquardt,Middleweight Bout,KO/TKO,2,5:00,3 Rnd (5-5-5),Dan Miragliotta,to Corner Stoppage,A,Kelvin Gastelum,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Francisco Trevino vs. Johnny Case,Francisco Trevino,Johnny Case,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Sal D'amato 27 - 30. Chris Lee 27 - 30. Marcos Rosales 27 - 30.,B,Johnny Case,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Efrain Escudero vs. Drew Dober,Efrain Escudero,Drew Dober,Lightweight Bout,Submission,1,0:54,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground,A,Efrain Escudero,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Alejandro Perez vs. Patrick Williams,Alejandro Perez,Patrick Williams,Bantamweight Bout,Submission,1,0:23,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke On Ground Technical Submission,B,Patrick Williams,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Tecia Torres vs. Angela Hill,Tecia Torres,Angela Hill,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Richard Bertrand 27 - 30. 27 - 30. 28 - 29.,A,Tecia Torres,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Henry Cejudo vs. Chico Camus,Henry Cejudo,Chico Camus,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cardo Urso 28 - 29. Sal D'amato 27 - 30. Marcos Rosales 27 - 30.,A,Henry Cejudo,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Gilbert Melendez vs. Eddie Alvarez,Gilbert Melendez,Eddie Alvarez,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 28 - 29. Chris Lee 29 - 28. Sal D'amato 28 - 29.,B,Eddie Alvarez,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Yair Rodriguez vs. Charles Rosa,Yair Rodriguez,Charles Rosa,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Glenn Trowbridge 29 - 28. Derek Cleary 28 - 29. Chris Lee 28 - 29.,A,Yair Rodriguez,http://www.ufcstats.com/event-details/a58114c6dd0add64
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Ben Rothwell vs. Matt Mitrione,Ben Rothwell,Matt Mitrione,Heavyweight Bout,Submission,1,1:54,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke On Ground,A,Ben Rothwell,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Francisco Rivera vs. Alex Caceres,Francisco Rivera,Alex Caceres,Bantamweight Bout,KO/TKO,1,0:21,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head In Clinch,A,Francisco Rivera,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Tim Boetsch vs. Dan Henderson,Tim Boetsch,Dan Henderson,Middleweight Bout,KO/TKO,1,0:28,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head In Clinch,B,Dan Henderson,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Dustin Poirier vs. Yancy Medeiros,Dustin Poirier,Yancy Medeiros,Lightweight Bout,KO/TKO,1,2:38,3 Rnd (5-5-5),John McCarthy,Punches to Head In Clinch,A,Dustin Poirier,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Joe Soto vs. Anthony Birchak,Joe Soto,Anthony Birchak,Bantamweight Bout,KO/TKO,1,1:37,3 Rnd (5-5-5),John McCarthy,Punch to Head In Clinch,B,Anthony Birchak,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Thiago Tavares vs. Brian Ortega,Thiago Tavares,Brian Ortega,Featherweight Bout,KO/TKO,3,4:10,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head In Clinch,B,Brian Ortega,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Brian Ebersole vs. Omari Akhmedov,Brian Ebersole,Omari Akhmedov,Welterweight Bout,KO/TKO,1,5:00,3 Rnd (5-5-5),Jordan Bass,to Knee Injury,B,Omari Akhmedov,http://www.ufcstats.com/event-details/06dc1a58663579d2
UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",Chris Wade vs. Christos Giagos,Chris Wade,Christos Giagos,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robbie Scheureumann,Jordan Bass 28 - 29. Roy Silbert 28 - 29. Gabe Barahona 27 - 30.,A,Chris Wade,http://www.ufcstats.com/event-details/06dc1a58663579d2
